Order_ID,Customer_ID,City,Restaurant_ID,Restaurant_Name,Cuisine,Order_Value,Delivery_Time(mins),Customer_Rating,Delivery_Partner_ID,Delivery_Partner_Rating,Commission_Earned(%),Distance_km,App_Session_Duration(sec),Used_Promo,Campaign_ID,Payment_Mode,Delivery_Status,New_User,Order_DateTime
OID101848,CID6651,Mumbai,RID73,Restaurant_35,Continental,374.44,12,2.3,DID3852,3,9.3,3.94,288,No,CAM6,Credit Card,Cancelled,No,3/19/2023 0:00
OID101849,CID7395,Lucknow,RID173,Restaurant_38,North Indian,278.08,22,3.9,DID3531,4,8.8,5.04,199,Yes,CAM5,UPI,On Time,Yes,3/19/2023 1:00
OID101850,CID7607,Indore,RID4,Restaurant_114,Bakery,524.21,34,3,DID2111,4.6,15.9,5.36,,Yes,CAM2,Net Banking,On Time,No,3/19/2023 2:00
OID101851,CID2668,Kolkata,RID93,Restaurant_193,Italian,560.66,32,3.9,DID1217,4.4,9.8,7.04,193,Yes,CAM7,Net Banking,Late,No,3/19/2023 3:00
OID101852,CID6830,Delhi,RID51,Restaurant_125,Chinese,88.83,26,2,DID2904,4.9,13.2,5.6,160,Yes,CAM14,Wallet,Cancelled,Yes,3/19/2023 4:00
OID101853,CID4330,Delhi,RID20,Restaurant_179,North Indian,396.69,34,4.9,DID3681,4.9,13.8,3.1,210,No,CAM17,Credit Card,Late,No,3/19/2023 5:00
OID101854,CID1283,Chennai,RID156,Restaurant_195,Thai,568.28,44,2.5,DID4871,4.4,21.1,8.72,224,Yes,CAM9,Wallet,On Time,No,3/19/2023 6:00
OID101855,CID6856,Lucknow,RID134,Restaurant_122,Italian,372,37,4,DID1034,3.2,13.7,3.11,105,Yes,CAM19,Wallet,Cancelled,No,3/19/2023 7:00
OID101856,CID7347,Delhi,RID72,Restaurant_15,Biryani,509.36,31,4.1,DID1272,3,16.4,3.72,239,Yes,CAM20,UPI,On Time,No,3/19/2023 8:00
OID101857,CID5796,Bangalore,RID200,Restaurant_137,South Indian,452.67,43,,DID2591,,21.1,5.69,369,Yes,CAM11,Credit Card,On Time,No,3/19/2023 9:00
OID101858,CID2590,Mumbai,RID20,Restaurant_84,Italian,451.25,20,2.3,DID3704,5,11.5,10.29,,Yes,CAM4,Wallet,Cancelled,Yes,3/19/2023 10:00
OID101859,CID5277,Chennai,RID16,Restaurant_148,Street Food,359.3,29,2.5,DID2111,3.5,21.7,5.3,253,No,CAM12,Net Banking,On Time,No,3/19/2023 11:00
OID101860,CID4138,Chennai,RID171,Restaurant_79,Street Food,217.51,30,2.7,DID3715,3,22.1,3.22,238,No,CAM10,Wallet,Cancelled,Yes,3/19/2023 12:00
OID101861,CID8180,Chennai,RID88,Restaurant_174,North Indian,231.77,17,2.5,DID4490,4.9,24.8,1.22,120,Yes,CAM6,UPI,Late,Yes,3/19/2023 13:00
OID101862,CID9869,Mumbai,RID8,Restaurant_43,South Indian,506.4,27,4,DID4739,3.5,15.5,1.09,120,Yes,CAM4,Credit Card,On Time,No,3/19/2023 14:00
OID101863,CID5820,Pune,RID115,Restaurant_109,Fast Food,402.92,7,3.3,DID3703,4.2,14.3,4.52,213,Yes,CAM10,Credit Card,Cancelled,Yes,3/19/2023 15:00
OID101864,CID8077,Pune,RID83,Restaurant_130,Fast Food,379.22,55,3.6,DID2475,4.5,19.9,5.59,166,Yes,CAM9,Credit Card,Late,No,3/19/2023 16:00
OID101865,CID8353,Lucknow,RID82,Restaurant_45,Biryani,336.42,21,2.1,DID4540,4.6,9,1.66,84,Yes,CAM16,UPI,Cancelled,No,3/19/2023 17:00
OID101866,CID1848,Kolkata,RID1,Restaurant_61,Fast Food,354.22,51,4.6,DID1441,4.6,8.7,4.94,172,No,CAM15,Cash,On Time,Yes,3/19/2023 18:00
OID101867,CID9235,Ahmedabad,RID136,Restaurant_158,South Indian,557.04,32,2.5,DID1078,4.6,13.7,1.87,236,Yes,CAM8,Net Banking,On Time,Yes,3/19/2023 19:00
OID101868,CID8861,Chennai,RID67,Restaurant_169,Thai,349.71,39,3.1,DID2198,4.2,20.4,2.65,246,Yes,CAM6,Credit Card,Cancelled,Yes,3/19/2023 20:00
OID101869,CID1319,Hyderabad,RID129,Restaurant_191,Continental,198.84,26,2.2,DID4552,3.5,10,5.76,133,No,CAM10,Wallet,Late,Yes,3/19/2023 21:00
OID101870,CID2938,Hyderabad,RID82,Restaurant_93,Chinese,511.55,34,2.4,DID4618,4.2,18.8,3,196,Yes,CAM9,Credit Card,Cancelled,No,3/19/2023 22:00
OID101871,CID9696,Hyderabad,RID42,Restaurant_190,Thai,369.27,40,4,DID3659,4.6,12.6,7.12,233,No,CAM20,UPI,Late,Yes,3/19/2023 23:00
OID101872,CID8734,Surat,RID141,Restaurant_95,Street Food,404.71,40,4.1,DID2583,3.4,19.1,3.33,99,Yes,CAM4,Credit Card,Late,Yes,3/20/2023 0:00
OID101873,CID3654,Surat,RID75,Restaurant_68,Fast Food,641.14,41,4,DID1946,3.2,15.8,6.72,138,No,CAM8,Net Banking,On Time,No,3/20/2023 1:00
OID101874,CID7790,Jaipur,RID106,Restaurant_51,South Indian,396.92,28,,DID2559,,10,9.03,199,No,CAM9,Credit Card,On Time,No,3/20/2023 2:00
OID101875,CID1572,Chennai,RID126,Restaurant_178,Street Food,443.38,26,4.9,DID3082,3.9,12.2,3.01,127,Yes,CAM5,Net Banking,On Time,No,3/20/2023 3:00
OID101876,CID1511,Surat,RID115,Restaurant_72,North Indian,223.16,13,3.5,DID5000,2.6,11.7,9.43,174,No,CAM4,Cash,On Time,Yes,3/20/2023 4:00
OID101877,CID2851,Lucknow,RID16,Restaurant_66,Italian,367.05,38,3.3,DID3906,4.4,10.8,4.53,400,No,CAM7,Net Banking,Cancelled,No,3/20/2023 5:00
OID101878,CID4343,Indore,RID60,Restaurant_138,Biryani,491.43,45,2.7,DID1407,2.8,16,3.23,79,Yes,CAM18,Wallet,Cancelled,No,3/20/2023 6:00
OID101879,CID8007,Kolkata,RID128,Restaurant_47,Continental,166.69,51,2.3,DID4702,2.8,24.2,3.91,314,Yes,CAM17,Wallet,On Time,Yes,3/20/2023 7:00
OID101880,CID7100,Indore,RID130,Restaurant_24,Bakery,430.13,36,3.6,DID2292,3,19.2,3.69,227,Yes,CAM6,Cash,On Time,Yes,3/20/2023 8:00
OID101881,CID3013,Pune,RID65,Restaurant_62,Mexican,415.12,23,2.9,DID2985,3.9,22.2,7.3,102,No,CAM1,Credit Card,Late,Yes,3/20/2023 9:00
OID101882,CID1779,Pune,RID112,Restaurant_134,North Indian,406.19,12,3.6,DID4550,3.2,24.7,7.14,254,Yes,CAM20,Wallet,Cancelled,No,3/20/2023 10:00
OID101883,CID4783,Bangalore,RID116,Restaurant_163,Biryani,555.57,45,2.6,DID3445,3.4,17.2,7.11,203,No,CAM2,UPI,On Time,No,3/20/2023 11:00
OID101884,CID5446,Hyderabad,RID157,Restaurant_2,Thai,450.17,10,4.5,DID3177,4.8,12,1.9,296,Yes,CAM18,Cash,Late,No,3/20/2023 12:00
OID101885,CID5843,Lucknow,RID126,Restaurant_31,Italian,621.71,28,5,DID1360,4.6,23.8,4.88,253,No,CAM18,Net Banking,On Time,No,3/20/2023 13:00
OID101886,CID5964,Mumbai,RID13,Restaurant_31,Chinese,250.96,29,3,DID1763,4.6,19.9,1.4,216,Yes,CAM7,Net Banking,On Time,No,3/20/2023 14:00
OID101887,CID5129,Ahmedabad,RID188,Restaurant_81,Mexican,420.39,31,4.5,DID1814,3.9,24.3,6.52,175,No,CAM1,Net Banking,On Time,No,3/20/2023 15:00
OID101888,CID3154,Surat,RID2,Restaurant_166,Thai,412.67,32,4.6,DID3050,4.7,19.1,3.53,294,Yes,CAM16,Net Banking,On Time,No,3/20/2023 16:00
OID101889,CID1708,Delhi,RID144,Restaurant_87,Fast Food,1198.05,34,5,DID4959,4.4,21.2,5.51,169,No,CAM1,Credit Card,Late,Yes,3/20/2023 17:00
OID101890,CID7445,Hyderabad,RID168,Restaurant_123,North Indian,543.44,5,3,DID2875,4.9,23.1,3.5,88,No,CAM12,Credit Card,On Time,Yes,3/20/2023 18:00
OID101891,CID8929,Indore,RID186,Restaurant_104,South Indian,748.7,32,4.3,DID3296,2.7,20.9,0.99,48,Yes,CAM7,Wallet,Cancelled,Yes,3/20/2023 19:00
OID101892,CID5493,Hyderabad,RID59,Restaurant_155,South Indian,397.45,5,2.7,DID4794,2.6,17.6,6.27,101,No,CAM10,Credit Card,Cancelled,Yes,3/20/2023 20:00
OID101893,CID6618,Pune,RID7,Restaurant_71,Continental,475.75,41,3.9,DID3918,2.9,16,6.42,264,Yes,CAM19,Net Banking,Cancelled,Yes,3/20/2023 21:00
OID101894,CID7913,Hyderabad,RID167,Restaurant_200,South Indian,412.68,25,4.1,DID1088,4.8,22,4.78,171,Yes,CAM14,UPI,Cancelled,Yes,3/20/2023 22:00
OID101895,CID7567,Delhi,RID116,Restaurant_26,Italian,292.96,6,4.2,DID1162,4,21.1,0.5,138,No,CAM15,Wallet,Late,Yes,3/20/2023 23:00
OID101896,CID7131,Delhi,RID101,Restaurant_173,North Indian,126.89,22,2.6,DID2013,3.6,14.2,6,165,No,CAM17,Cash,Late,No,3/21/2023 0:00
OID101897,CID3700,Chennai,RID70,Restaurant_95,Italian,294.13,25,4.5,DID4777,3.8,16.5,3.02,266,No,CAM5,UPI,Cancelled,No,3/21/2023 1:00
OID101898,CID5929,Lucknow,RID169,Restaurant_27,Continental,191.21,46,,DID3168,4.6,18.8,5.53,251,No,CAM15,Wallet,On Time,Yes,3/21/2023 2:00
OID101899,CID1632,Indore,RID76,Restaurant_54,North Indian,655.62,34,2.6,DID2248,4.8,8.5,3.52,213,No,CAM10,UPI,On Time,No,3/21/2023 3:00
OID101900,CID7190,Lucknow,RID11,Restaurant_160,Thai,382.73,36,3.6,DID2366,4.3,12.2,3.72,152,No,CAM4,Net Banking,Late,Yes,3/21/2023 4:00
OID101901,CID3322,Lucknow,RID87,Restaurant_140,Continental,348.11,46,4.6,DID3006,4.4,12.3,5.5,169,No,CAM4,Cash,Cancelled,No,3/21/2023 5:00
OID101902,CID3065,Bangalore,RID131,Restaurant_196,South Indian,533.37,31,4.9,DID2611,3.3,23,2.86,189,Yes,CAM15,Wallet,Cancelled,Yes,3/21/2023 6:00
OID101903,CID2914,Kolkata,RID60,Restaurant_93,Mexican,231.74,41,4.2,DID4049,3.7,13.6,4.17,128,Yes,CAM14,UPI,Cancelled,Yes,3/21/2023 7:00
OID101904,CID6301,Surat,RID83,Restaurant_95,Fast Food,284.97,40,2,DID1643,4.7,17.3,5.52,191,Yes,CAM16,Net Banking,Late,Yes,3/21/2023 8:00
OID101905,CID6639,Kolkata,RID84,Restaurant_64,Biryani,410.21,17,2.4,DID1075,4.5,22.1,8.83,124,Yes,CAM9,Net Banking,Late,No,3/21/2023 9:00
OID101906,CID8146,Pune,RID184,Restaurant_41,Continental,554.32,50,2.2,DID2420,4.2,12.4,4.35,229,No,CAM3,Net Banking,On Time,Yes,3/21/2023 10:00
OID101907,CID8826,Hyderabad,RID2,Restaurant_53,Thai,475.25,15,2.3,DID3802,,10.1,6.18,238,Yes,CAM5,UPI,Cancelled,Yes,3/21/2023 11:00
OID101908,CID3243,Indore,RID22,Restaurant_121,North Indian,437.25,43,3.1,DID2441,2.6,24.1,2.16,289,Yes,CAM9,Wallet,Late,No,3/21/2023 12:00
OID101909,CID6167,Kolkata,RID128,Restaurant_93,Mexican,411.72,14,3,DID2455,2.8,20,7.89,221,Yes,CAM4,Net Banking,Late,No,3/21/2023 13:00
OID101910,CID7970,Indore,RID42,Restaurant_4,Continental,460.04,39,2.3,DID3560,4,11,2.88,218,No,CAM12,Cash,On Time,No,3/21/2023 14:00
OID101911,CID3920,Mumbai,RID114,Restaurant_130,Continental,430.25,54,4.6,DID2238,3.8,21.9,4.24,133,Yes,CAM3,UPI,Cancelled,Yes,3/21/2023 15:00
OID101912,CID4018,Indore,RID43,Restaurant_195,Italian,245.5,29,3.8,DID1967,4.9,21.4,5.52,196,Yes,CAM8,Credit Card,Late,Yes,3/21/2023 16:00
OID101913,CID3962,Lucknow,RID117,Restaurant_56,Continental,406.91,29,4.4,DID3053,4.2,22.2,2.94,118,No,CAM3,UPI,Cancelled,Yes,3/21/2023 17:00
OID101914,CID3046,Ahmedabad,RID165,Restaurant_157,Italian,238.95,39,3.1,DID2129,3.2,12.7,6.66,64,No,CAM11,Net Banking,On Time,Yes,3/21/2023 18:00
OID101915,CID1129,Surat,RID153,Restaurant_127,Street Food,412.16,28,3.2,DID4325,2.9,15.6,3.18,179,Yes,CAM6,UPI,Cancelled,No,3/21/2023 19:00
OID101916,CID6435,Ahmedabad,RID114,Restaurant_63,South Indian,327.9,54,3,DID1253,4.6,19.8,6.16,160,No,CAM17,Cash,On Time,No,3/21/2023 20:00
OID101917,CID4865,Hyderabad,RID63,Restaurant_31,Biryani,780.91,34,3.3,DID3563,3.6,14.6,6.64,249,Yes,CAM11,Credit Card,On Time,No,3/21/2023 21:00
OID101918,CID4530,Mumbai,RID186,Restaurant_119,Thai,394.02,28,3.8,DID2055,4.1,9.2,5.66,123,No,CAM9,Net Banking,Cancelled,Yes,3/21/2023 22:00
OID101919,CID5831,Ahmedabad,RID36,Restaurant_82,Chinese,189.36,26,3.5,DID4599,3.9,10.3,5.92,425,Yes,CAM15,Wallet,Late,Yes,3/21/2023 23:00
OID101920,CID8202,Hyderabad,RID141,Restaurant_43,Continental,379.87,21,,DID2585,2.8,18.2,9.56,162,Yes,CAM17,Wallet,Late,Yes,3/22/2023 0:00
OID101921,CID1481,Lucknow,RID48,Restaurant_82,Bakery,477.9,24,4.7,DID4647,2.6,14.4,5.33,194,No,CAM3,Credit Card,Cancelled,Yes,3/22/2023 1:00
OID101922,CID5237,Chennai,RID145,Restaurant_39,Thai,651,28,3.4,DID4337,3.4,8.1,4.72,155,Yes,CAM11,UPI,Cancelled,Yes,3/22/2023 2:00
OID101923,CID9174,Kolkata,RID7,Restaurant_175,Chinese,311.58,26,2.7,DID1120,3.4,21,5.17,262,No,CAM2,Wallet,On Time,No,3/22/2023 3:00
OID101924,CID6034,Indore,RID31,Restaurant_184,Continental,162.64,24,4.8,DID4867,4.2,15.1,7.04,183,Yes,CAM14,Cash,On Time,Yes,3/22/2023 4:00
OID101925,CID8870,Bangalore,RID177,Restaurant_57,Fast Food,522.53,57,4.2,DID3273,,13.3,9.16,122,No,CAM4,Wallet,On Time,No,3/22/2023 5:00
OID101926,CID7370,Chennai,RID141,Restaurant_38,Biryani,192.91,20,3.9,DID4887,4.9,20.1,4.17,53,Yes,CAM17,Net Banking,Cancelled,No,3/22/2023 6:00
OID101927,CID5973,Jaipur,RID61,Restaurant_72,North Indian,334.58,34,4.2,DID2147,4.6,15.7,2.68,246,No,CAM11,Wallet,Cancelled,No,3/22/2023 7:00
OID101928,CID9866,Ahmedabad,RID34,Restaurant_61,South Indian,361.36,39,2.2,DID1923,3.7,19.8,6.83,252,Yes,CAM7,Credit Card,Late,No,3/22/2023 8:00
OID101929,CID5727,Indore,RID3,Restaurant_65,North Indian,389.55,40,2.2,DID1621,3.8,8.2,1.77,227,Yes,CAM18,Net Banking,Cancelled,No,3/22/2023 9:00
OID101930,CID6335,Indore,RID93,Restaurant_179,North Indian,503.37,31,2.5,DID2399,4.2,8.2,5.02,183,Yes,CAM2,Wallet,On Time,Yes,3/22/2023 10:00
OID101931,CID7100,Bangalore,RID28,Restaurant_38,Biryani,297.45,29,2.4,DID4674,2.8,17.5,5.11,174,Yes,CAM1,Cash,Cancelled,Yes,3/22/2023 11:00
OID101932,CID4650,Hyderabad,RID24,Restaurant_25,Street Food,358.94,37,3.3,DID2609,5,24.7,4.29,262,Yes,CAM8,Wallet,Cancelled,Yes,3/22/2023 12:00
OID101933,CID8161,Indore,RID193,Restaurant_190,Thai,397.86,35,2.5,DID3690,,12.6,4.4,192,Yes,CAM5,UPI,Cancelled,No,3/22/2023 13:00
OID101934,CID6345,Jaipur,RID41,Restaurant_53,Street Food,422.44,29,4.6,DID1562,4.8,19.6,1.2,290,No,CAM19,UPI,Cancelled,No,3/22/2023 14:00
OID101935,CID3797,Pune,RID17,Restaurant_146,Continental,414.67,13,3.7,DID1359,4.9,10.9,2.76,192,No,CAM13,Wallet,Late,No,3/22/2023 15:00
OID101936,CID2579,Jaipur,RID50,Restaurant_90,Continental,465.4,26,3.1,DID3989,4,13.3,6.37,189,No,CAM8,Net Banking,Late,Yes,3/22/2023 16:00
OID101937,CID4797,Kolkata,RID66,Restaurant_190,Fast Food,526.58,18,2.2,DID2565,,9.3,0.5,230,No,CAM7,UPI,Late,Yes,3/22/2023 17:00
OID101938,CID9755,Pune,RID8,Restaurant_124,North Indian,458.9,24,3.8,DID3132,3.9,23,4.33,311,No,CAM9,Credit Card,On Time,Yes,3/22/2023 18:00
OID101939,CID4690,Surat,RID110,Restaurant_148,North Indian,468.04,32,2.3,DID4934,4,13.3,3.87,294,Yes,CAM16,Wallet,Cancelled,Yes,3/22/2023 19:00
OID101940,CID6120,Hyderabad,RID51,Restaurant_111,Thai,162.67,36,4.2,DID3777,4.5,11.9,0.52,196,Yes,CAM5,Wallet,On Time,Yes,3/22/2023 20:00
OID101941,CID1100,Lucknow,RID99,Restaurant_84,Continental,407.53,53,4.4,DID3508,2.6,20.4,7.88,170,Yes,CAM16,Net Banking,Cancelled,Yes,3/22/2023 21:00
OID101942,CID9013,Bangalore,RID137,Restaurant_112,North Indian,471.93,26,3.6,DID4574,,11.4,2.44,103,Yes,CAM6,Cash,On Time,Yes,3/22/2023 22:00
OID101943,CID2340,Ahmedabad,RID8,Restaurant_43,South Indian,509.34,41,2.4,DID3562,4.8,12.1,5.6,255,Yes,CAM16,Net Banking,On Time,No,3/22/2023 23:00
OID101944,CID3247,Surat,RID19,Restaurant_142,Mexican,296.15,36,,DID3811,5,9.8,3.56,57,No,CAM10,UPI,Late,No,3/23/2023 0:00
OID101945,CID5709,Kolkata,RID159,Restaurant_2,Italian,301.14,48,2.9,DID1931,3,24.4,2.81,336,Yes,CAM5,Wallet,Late,Yes,3/23/2023 1:00
OID101946,CID6456,Jaipur,RID153,Restaurant_126,Chinese,313.88,39,2.7,DID2709,4.7,12.2,4.03,267,No,CAM7,Wallet,On Time,Yes,3/23/2023 2:00
OID101947,CID6696,Ahmedabad,RID11,Restaurant_51,Bakery,480.46,20,3.4,DID1984,2.9,24.9,3.79,140,No,CAM3,Cash,On Time,Yes,3/23/2023 3:00
OID101948,CID4574,Surat,RID94,Restaurant_58,Street Food,555.08,11,4.8,DID3346,4.6,11,4.13,298,Yes,CAM17,Cash,Cancelled,No,3/23/2023 4:00
OID101949,CID2665,Mumbai,RID8,Restaurant_96,Street Food,338.88,36,2.9,DID1625,3.2,8.4,2.93,244,No,CAM7,Net Banking,On Time,Yes,3/23/2023 5:00
OID101950,CID3723,Chennai,RID46,Restaurant_5,Biryani,536.19,26,4.7,DID2746,4.9,23.2,2.47,237,No,CAM1,Net Banking,Cancelled,No,3/23/2023 6:00
OID101951,CID1923,Indore,RID78,Restaurant_4,Biryani,418.52,20,2.2,DID4975,,17.9,6.51,179,Yes,CAM14,Net Banking,Cancelled,Yes,3/23/2023 7:00
OID101952,CID1054,Mumbai,RID11,Restaurant_108,South Indian,381.36,17,2.3,DID2279,3.5,14,4.51,244,Yes,CAM3,Net Banking,Cancelled,Yes,3/23/2023 8:00
OID101953,CID5081,Hyderabad,RID103,Restaurant_182,Mexican,368.29,34,4.1,DID4726,,16.7,4.38,87,Yes,CAM16,Credit Card,On Time,No,3/23/2023 9:00
OID101954,CID7461,Chennai,RID81,Restaurant_67,North Indian,511.99,50,2.6,DID3479,3.1,12.4,2.72,205,No,CAM18,Credit Card,Cancelled,No,3/23/2023 10:00
OID101955,CID3092,Lucknow,RID17,Restaurant_177,Biryani,448.84,27,2.9,DID2348,4.2,18.8,7.65,146,No,CAM20,Net Banking,Late,No,3/23/2023 11:00
OID101956,CID4028,Hyderabad,RID17,Restaurant_84,South Indian,741.37,39,2.4,DID2839,4.7,18.5,4.33,177,No,CAM7,UPI,Late,Yes,3/23/2023 12:00
OID101957,CID2497,Mumbai,RID173,Restaurant_198,North Indian,272.17,31,3,DID3220,4.4,9.4,0.71,145,Yes,CAM6,Wallet,Cancelled,Yes,3/23/2023 13:00
OID101958,CID2113,Ahmedabad,RID121,Restaurant_84,Mexican,477.72,17,2.8,DID1539,4.6,23.5,5.05,,Yes,CAM2,Credit Card,Late,Yes,3/23/2023 14:00
OID101959,CID8738,Lucknow,RID164,Restaurant_185,Bakery,320.62,41,4.2,DID1846,4.5,15.8,2.97,303,No,CAM14,Wallet,Late,No,3/23/2023 15:00
OID101960,CID4880,Kolkata,RID183,Restaurant_134,Italian,269.61,19,4.1,DID3672,4.9,11.3,6.32,85,Yes,CAM9,UPI,On Time,Yes,3/23/2023 16:00
OID101961,CID3345,Ahmedabad,RID70,Restaurant_12,Continental,398.37,32,4.9,DID1567,4.4,13.2,6.58,233,No,CAM20,Cash,Late,Yes,3/23/2023 17:00
OID101962,CID8590,Delhi,RID122,Restaurant_79,North Indian,420.6,28,4.2,DID3379,3,22.7,6.35,110,No,CAM13,Net Banking,On Time,Yes,3/23/2023 18:00
OID101963,CID9104,Kolkata,RID20,Restaurant_133,North Indian,837.73,43,4.1,DID3217,4.5,14.5,3.58,306,Yes,CAM19,UPI,Cancelled,No,3/23/2023 19:00
OID101964,CID3573,Delhi,RID185,Restaurant_44,Continental,372.38,19,4.1,DID3801,3.3,17.6,4.27,234,Yes,CAM8,Cash,Cancelled,Yes,3/23/2023 20:00
OID101965,CID7973,Pune,RID23,Restaurant_157,North Indian,230.47,37,4.6,DID4277,5,24.1,5,88,Yes,CAM12,UPI,On Time,No,3/23/2023 21:00
OID101966,CID5435,Pune,RID118,Restaurant_75,North Indian,440.95,22,2.9,DID1828,3.4,19.1,6.29,227,Yes,CAM16,Net Banking,On Time,No,3/23/2023 22:00
OID101967,CID9782,Jaipur,RID13,Restaurant_11,South Indian,88.8,26,2.9,DID4533,,19.5,2.42,144,No,CAM17,Cash,Cancelled,No,3/23/2023 23:00
OID101968,CID9938,Surat,RID172,Restaurant_122,North Indian,386.21,5,4.2,DID1565,3.1,12.2,4.69,,Yes,CAM6,Wallet,On Time,Yes,3/24/2023 0:00
OID101969,CID5036,Mumbai,RID101,Restaurant_174,Chinese,402.4,57,2.7,DID2265,4.1,19.4,8.24,94,No,CAM10,Credit Card,Cancelled,Yes,3/24/2023 1:00
OID101970,CID6677,Ahmedabad,RID70,Restaurant_139,Chinese,519.19,39,4.7,DID3820,2.8,14.7,3.43,298,Yes,CAM8,Credit Card,Late,No,3/24/2023 2:00
OID101971,CID6259,Hyderabad,RID139,Restaurant_41,Chinese,546.04,23,3.6,DID3888,4.9,23.5,4.45,40,No,CAM10,Credit Card,Late,Yes,3/24/2023 3:00
OID101972,CID6263,Pune,RID91,Restaurant_133,South Indian,324.46,19,2.9,DID4680,3.2,10.2,9.73,135,Yes,CAM16,Credit Card,Cancelled,No,3/24/2023 4:00
OID101973,CID6320,Ahmedabad,RID113,Restaurant_98,Chinese,377.41,26,4.3,DID3145,3.2,12.9,4.02,113,Yes,CAM16,Net Banking,Cancelled,Yes,3/24/2023 5:00
OID101974,CID3801,Lucknow,RID146,Restaurant_48,Biryani,285.08,41,2.9,DID4725,2.6,9.1,1.42,230,No,CAM13,Credit Card,Cancelled,Yes,3/24/2023 6:00
OID101975,CID3964,Bangalore,RID112,Restaurant_94,Mexican,230.79,9,4.9,DID1553,3.1,14.5,4.39,161,No,CAM20,UPI,On Time,No,3/24/2023 7:00
OID101976,CID6001,Mumbai,RID131,Restaurant_189,Italian,446.48,30,4.9,DID2761,3.5,10.5,7.85,185,Yes,CAM12,Wallet,On Time,No,3/24/2023 8:00
OID101977,CID3790,Indore,RID143,Restaurant_89,Thai,208.96,53,4,DID4723,3.4,22.4,6.61,149,No,CAM18,Wallet,On Time,No,3/24/2023 9:00
OID101978,CID6673,Mumbai,RID104,Restaurant_134,North Indian,337.81,18,2.3,DID4996,,23.7,2.54,91,Yes,CAM16,Credit Card,Cancelled,No,3/24/2023 10:00
OID101979,CID3292,Kolkata,RID50,Restaurant_113,Bakery,250.72,33,2.8,DID4154,2.6,19.4,5.33,,Yes,CAM10,Net Banking,On Time,Yes,3/24/2023 11:00
OID101980,CID6122,Bangalore,RID162,Restaurant_192,South Indian,482.45,58,3.5,DID1594,3.3,9.8,4.15,96,Yes,CAM4,UPI,Late,Yes,3/24/2023 12:00
OID101981,CID2661,Pune,RID169,Restaurant_47,North Indian,670.21,40,,DID3687,4.4,13.8,6.12,53,Yes,CAM8,UPI,Cancelled,Yes,3/24/2023 13:00
OID101982,CID7653,Delhi,RID23,Restaurant_148,South Indian,204.76,34,2.6,DID4821,3.6,24.4,3.27,,Yes,CAM4,Credit Card,Cancelled,Yes,3/24/2023 14:00
OID101983,CID2894,Kolkata,RID42,Restaurant_49,South Indian,122.05,38,2.3,DID3313,3.2,10.3,5.49,101,No,CAM10,Wallet,On Time,Yes,3/24/2023 15:00
OID101984,CID9230,Indore,RID66,Restaurant_188,Mexican,381.27,27,2.2,DID4756,3.3,17.5,8.32,317,Yes,CAM14,Credit Card,Late,No,3/24/2023 16:00
OID101985,CID6368,Lucknow,RID15,Restaurant_192,South Indian,402.35,48,3.5,DID1647,3.9,14,0.5,313,No,CAM15,Cash,Late,No,3/24/2023 17:00
OID101986,CID9015,Jaipur,RID115,Restaurant_116,Biryani,432.8,27,4.7,DID2300,3.3,25,5.69,271,No,CAM11,Wallet,Cancelled,No,3/24/2023 18:00
OID101987,CID7033,Lucknow,RID189,Restaurant_6,Thai,333.05,8,2.1,DID1277,4.1,12.9,7.14,109,Yes,CAM8,UPI,Cancelled,Yes,3/24/2023 19:00
OID101988,CID2376,Hyderabad,RID170,Restaurant_197,Italian,369.9,27,2.6,DID3282,5,8.8,1.39,370,Yes,CAM14,Net Banking,On Time,No,3/24/2023 20:00
OID101989,CID8350,Pune,RID155,Restaurant_110,Fast Food,455.13,20,4.1,DID3183,2.6,19.9,3.06,12,Yes,CAM4,Cash,Late,Yes,3/24/2023 21:00
OID101990,CID2090,Chennai,RID7,Restaurant_193,Thai,556.06,29,4.5,DID4885,2.9,13.6,3.71,129,No,CAM6,UPI,On Time,No,3/24/2023 22:00
OID101991,CID1896,Kolkata,RID79,Restaurant_41,South Indian,106.74,29,4.4,DID3946,2.9,19.2,3.04,267,No,CAM15,Net Banking,Cancelled,No,3/24/2023 23:00
OID101992,CID6504,Chennai,RID163,Restaurant_162,North Indian,344.66,46,4.4,DID1484,3.6,9.8,2.89,,Yes,CAM11,Cash,On Time,No,3/25/2023 0:00
OID101993,CID1855,Kolkata,RID77,Restaurant_164,Biryani,432.07,40,2.4,DID1754,2.6,16.9,3.75,142,Yes,CAM4,UPI,Cancelled,Yes,3/25/2023 1:00
OID101994,CID9668,Hyderabad,RID140,Restaurant_93,Continental,262.3,35,,DID2300,3.7,14.4,6.2,137,No,CAM12,Credit Card,On Time,No,3/25/2023 2:00
OID101995,CID1772,Lucknow,RID176,Restaurant_130,Biryani,659.68,32,,DID4438,4.8,17.1,7.48,183,No,CAM13,UPI,Late,Yes,3/25/2023 3:00
OID101996,CID6951,Jaipur,RID21,Restaurant_119,Thai,304.69,19,5,DID4602,2.5,22.5,7.11,193,Yes,CAM5,Wallet,Late,Yes,3/25/2023 4:00
OID101997,CID6054,Indore,RID64,Restaurant_186,Mexican,393.81,6,3.8,DID1596,3.4,24.5,6.49,162,Yes,CAM16,Cash,Late,No,3/25/2023 5:00
